step,return,length,success
49152,-2.3250046,753.5,1.0
65536,-5.692952,976.125,0.171875
81920,-4.9932246,903.4366197183099,0.2535211267605634
98304,-3.8446622,790.945652173913,0.42391304347826086
114688,-3.0434835,702.27,0.52
131072,-1.6837665,592.08,0.79
147456,-1.4891144,564.93,0.83
163840,-0.8287108,481.08,0.84
180224,-0.15050422,409.68,0.94
196608,-0.42500645,438.85,0.91
212992,-0.72050947,467.64,0.86
229376,-0.8616621,475.64,0.82
245760,-0.41476005,422.95,0.84
262144,-0.32410842,409.37,0.87
278528,-0.14115839,384.06,0.87
294912,-0.15795992,377.34,0.83
311296,0.60839593,299.88,0.93
327680,0.4939442,305.74,0.9
344064,0.24304248,330.99,0.87
360448,-0.18536037,377.47,0.81
376832,-0.40581253,400.48,0.77
393216,-0.70861554,426.73,0.71
409600,-0.2950135,376.54,0.77
425984,0.6893932,276.39,0.88
442368,0.64259267,281.22,0.86
458752,0.61519206,285.69,0.86
475136,0.40169102,311.49,0.84
491520,-0.06321244,356.61,0.78
507904,0.21134023,328.3,0.83
524288,0.46119204,309.17,0.86
540672,0.56864244,298.4,0.85
557056,0.6372935,294.05,0.86
573440,0.4611916,304.24,0.85
589824,0.62064224,282.2,0.88
606208,1.0219959,246.67,0.92
622592,0.9762435,247.23,0.88
638976,0.84284407,271.72,0.9
655360,1.0151455,256.09,0.92
671744,0.66659373,288.21,0.88
688128,1.4690973,202.32,0.94
704512,1.4298973,207.21,0.98
720896,1.6939982,173.55,0.96
737280,1.6450987,184.61,0.97
753664,1.5482484,197.67,0.97
770048,1.3425473,220.44,0.95
786432,1.6685476,178.52,0.97
802816,1.6025488,188.56,0.97
819200,1.8588983,154.8,0.98
835584,1.9433484,144.76,0.96
851968,1.7692989,169.2,0.97
868352,1.8727489,159.71,0.99
884736,1.7086971,173.44,0.95
901120,1.4849466,198.67,0.93
917504,1.5913978,193.79,0.97
933888,2.1774998,121.61,0.99
950272,1.9769489,141.47,0.97
966656,2.0286477,135.3,0.97
983040,2.4226503,92.06,1.0
999424,2.1671991,119.11,0.98
1015808,2.0526989,136.1,0.97
1032192,1.8110471,160.34,0.94
1048576,1.9452974,142.77,0.96
1064960,2.3397498,101.2,0.99
1081344,2.166299,121.24,0.99
1097728,2.1500983,118.44,0.96
1114112,2.1520991,119.66,0.98
1130496,2.33805,100.81,0.99
1146880,2.2876995,104.89,0.98
1163264,2.0244486,136.7,0.97
1179648,2.1212478,119.19,0.95
1196032,2.2058485,114.13,0.96
1212416,2.1491482,119.32,0.96
1228800,2.3554,97.66,0.99
1245184,2.27275,107.22,0.99
1261568,1.7543471,163.82,0.94
1277952,2.4836495,79.76,0.99
1294336,2.3601995,94.94,0.98
1310720,2.2633488,106.58,0.98
1327104,2.2038486,114.34,0.97
1343488,2.3155987,99.17,0.97
1359872,2.4072998,90.77,0.99
1376256,2.2666988,106.56,0.97
1392640,2.5039,77.55,1.0
1409024,2.5358994,73.63,0.99
1425408,2.1656983,118.7,0.95
1441792,2.245999,113.57,0.98
1458176,2.5623002,72.79,1.0
1474560,2.4676995,86.14,0.99
1490944,2.4685497,84.19,0.99
1507328,2.5024998,80.43,0.99
1523712,2.4535491,84.14,0.98
1540096,2.5462499,72.86,1.0
1556480,2.436499,85.08,0.98
1572864,2.5668998,70.06,0.99
1589248,2.3842993,93.66,0.98
1605632,2.3012486,100.19,0.96
1622016,2.3460493,98.02,0.98
1638400,2.4599998,83.1,0.99
1654784,2.6064498,65.59,1.0
1671168,2.6339004,62.0,1.0
1687552,2.57785,68.95,1.0
1703936,2.2654984,108.04,0.96
1720320,2.6088996,64.43,0.99
1736704,2.4554493,83.18,0.98
1753088,2.5049996,81.5,1.0
1769472,2.6876504,54.09,1.0
1785856,2.60295,66.22,1.0
1802240,2.6262999,62.3,0.99
1818624,2.5130994,77.68,0.99
1835008,2.5262492,74.97,0.99
1851392,2.42185,86.61,0.99
1867776,2.63345,61.98,1.0
1884160,2.4589493,82.47,1.0
1900544,2.4748993,79.98,0.98
1916928,2.4599497,84.34,0.99
1933312,2.5774996,69.05,0.99
1949696,2.5922003,68.96,1.0
1966080,2.4329987,83.98,0.97
1982464,2.6055,67.48,1.0
1998848,2.2319987,112.62,0.97
2015232,2.4851992,80.11,0.99
2031616,2.6655996,58.45,1.0
2048000,2.6084504,65.59,1.0
2064384,2.4100487,87.6,0.98
2080768,2.3437486,94.35,0.97
2097152,2.6443994,59.75,0.99
2113536,2.4378986,82.71,0.98
2129920,2.5849001,68.73,1.0
2146304,2.2288985,109.79,0.96
2162688,2.6925,55.41,1.0
2179072,2.6517496,59.62,0.99
2195456,2.5993507,68.08,1.0
2211840,2.7079,54.54,1.0
2228224,2.6201491,62.21,0.99
2244608,2.5402496,72.8,0.99
2260992,2.6475496,59.48,1.0
2277376,2.6354003,62.08,1.0
2293760,2.4925497,79.97,0.99
2310144,2.5439494,72.46,0.99
2326528,2.5383992,72.3,0.98
2342912,2.5400493,71.18,0.98
2359296,2.7210505,50.49,1.0
2375680,2.5748498,70.47,0.99
2392064,2.5199494,75.06,0.98
2408448,2.6245992,62.16,0.99
2424832,2.404549,89.85,0.98
2441216,2.6122994,64.12,0.99
2457600,2.5509996,71.84,0.99
2473984,2.562049,68.56,0.98
2490368,2.692,55.29,1.0
2506752,2.5712004,70.48,1.0
2523136,2.7536504,47.34,1.0
2539520,2.7544498,46.04,1.0
2555904,2.5025494,78.25,0.98
2572288,2.5834496,68.5,0.99
2588672,2.4757493,81.38,0.99
2605056,2.6445498,59.31,0.99
2621440,2.4846492,80.42,0.98
2637824,2.6187496,61.54,0.99
2654208,2.665,57.67,0.99
2670592,2.4293985,82.94,0.97
2686976,2.6734002,58.27,1.0
2703360,2.6018493,64.44,0.99
2719744,2.6815002,56.7,1.0
2736128,2.7575998,46.07,1.0
2752512,2.6721497,57.83,1.0
2768896,2.608499,64.2,0.99
2785280,2.6208997,60.96,0.99
2801664,2.6019,67.97,1.0
2818048,2.5282989,73.82,0.98
2834432,2.4162493,88.41,0.98
2850816,2.71,52.7,1.0
2867200,2.6527,59.75,0.99
2883584,2.520649,76.62,0.99
2899968,2.7187,51.37,1.0
2916352,2.5629988,68.89,0.98
2932736,2.6127,64.74,0.99
2949120,2.4336991,87.42,0.99
2965504,2.6113498,65.47,1.0
2981888,2.4637487,81.66,0.98
2998272,2.5211987,75.23,0.99
3014656,2.6135502,66.02,1.0
3031040,2.449249,86.91,0.98
3047424,2.6011493,66.55,0.99
3063808,2.5584497,74.62,0.99
3080192,2.6645494,59.19,0.99
3096576,2.6296504,64.97,1.0
3112960,2.7206,53.98,1.0
3129344,2.3895485,91.25,0.97
3145728,2.3631985,97.03,0.98
3162112,2.5989997,67.69,0.99
3178496,2.5784,71.33,0.99
3194880,2.5134492,77.08,0.99
3211264,2.5694995,71.75,0.98
3227648,2.454799,85.92,0.98
3244032,2.6754997,61.4,1.0
3260416,2.7333503,53.87,1.0
3276800,2.3509986,97.0,0.96
3293184,2.7135,53.87,1.0
3309568,2.5845995,68.08,0.99
3325952,2.6407995,63.95,0.99
3342336,2.330849,97.5,0.98
3358720,2.7345502,53.53,1.0
3375104,2.7464995,51.32,1.0
3391488,2.7160504,54.69,1.0
3407872,2.3873985,91.31,0.97
3424256,2.447649,83.84,0.97
3440640,2.631149,62.77,0.98
3457024,2.7501,48.94,1.0
3473408,2.468999,81.94,0.99
3489792,2.7894502,45.12,1.0
3506176,2.552449,73.28,0.98
3522560,2.630999,63.32,0.99
3538944,2.7147503,53.99,1.0
3555328,2.6302493,62.97,0.99
3571712,2.602449,67.51,0.99
3588096,2.7357993,49.31,0.99
3604480,2.6899493,54.78,0.99
3620864,2.6431992,61.86,0.99
3637248,2.6917994,57.05,0.99
3653632,2.6269495,64.44,0.99
3670016,2.6911497,57.63,1.0
3686400,2.7835004,44.86,1.0
3702784,2.6932492,55.05,0.99
3719168,2.6091988,65.12,0.98
3735552,2.6020489,62.82,0.98
3751936,2.66195,61.54,1.0
3768320,2.73145,53.19,0.99
3784704,2.6406999,63.07,0.99
3801088,2.6320496,62.4,0.99
3817472,2.7616003,48.7,1.0
3833856,2.6626997,60.04,0.99
3850240,2.7887006,43.13,1.0
3866624,2.7882004,47.48,1.0
3883008,2.6711,61.75,0.99
3899392,2.6439996,67.04,1.0
3915776,2.446899,86.93,0.98
3932160,2.601799,66.13,0.98
3948544,2.7253501,54.19,1.0
3964928,2.7267501,55.82,1.0
3981312,2.7775998,46.54,0.99
3997696,2.801,42.98,1.0
4014080,2.634799,59.54,0.98
4030464,2.6484,64.14,1.0
